Title,Year,Genres,Rating,Popularity,Runtime,Director,Writer,Actors,Keywords,Plot,Ratings Amount,Language,Country
The 15:17 to Paris,2018,"Drama, Thriller",5.4,7.482,94,Clint Eastwood,,"Ray Corasani, Spencer Stone, Anthony Sadler","paris, france, based on novel or book, classroom, train, terrorism, terrorist group","On Aug. 21, 2015, the world watches in stunned silence as the media reports a thwarted terrorist attack on a train that's bound for Paris -- an attempt prevented by three young Americans traveling together through Europe. The heroic and courageous actions of Anthony Sadler, Alek Skarlatos and Spencer Stone help to save the lives of more than 500 passengers on board.",1605,en,US
Kickboxer: Retaliation,2018,"Action, Drama",5.4,8.022,110,Dimitri Logothetis,Dimitri Logothetis,"Alain Moussi, Christopher Lambert, Jean-Claude Van Damme",,"One year after the events of ""Kickboxer: Vengeance"", Kurt Sloan has vowed never to return to Thailand. However, while gearing up for a MMA title shot, he finds himself sedated and forced back into Thailand, this time in prison. He is there because the ones responsible want him to face a 6'8"" 400 lbs. beast named Mongkut and in return for the fight, Kurt will get two million dollars and his freedom back. Kurt at first refuses, in which a bounty is placed on his head as a way to force him to face Mongkut. Kurt soon learns he will have no other choice and will undergo his most rigorous training yet under some unexpected mentors in order to face Mongkut in hopes to regain his freedom.",299,en,US
Patient Zero,2018,"Horror, Thriller, Action, Drama",5.3,7.468,87,Stefan Ruzowitzky,,"Matt Smith, Natalie Dormer, Clive Standen","end of the world, language, zombie, patient, global, hunt, pandemic, infected","After an unprecedented global pandemic has turned the majority of humankind into violent infected beings, Morgan, a man gifted with the ability to speak the infected's new language, leads the last survivors on a hunt for patient zero and a cure.",373,en,"US, GB"
How It Ends,2018,"Science Fiction, Thriller, Mystery, Action, Adventure",5.284,7.997,113,David M. Rosenthal,Brooks McLaren,"Theo James, Forest Whitaker, Kat Graham","chicago, illinois, lightning, pregnancy, seattle, washington, volcano, earthquake, tsunami, road trip, murder, apocalypse, power outage",A desperate father tries to return home to his pregnant wife after a mysterious apocalyptic event turns everything to chaos.,1926,en,"CA, US"
Escape Plan 2: Hades,2018,"Action, Thriller",5.2,8.74,93,Steven C. Miller,,"Sylvester Stallone, Dave Bautista, Jesse Metcalfe","sequel, high tech surveillance, hacking, cousin cousin relationship, held hostage, rubik's cube, prison fight, black site, survival of the fittest","Ray Breslin manages an elite team of security specialists trained in the art of breaking people out of the world's most impenetrable prisons. When his most trusted operative, Shu Ren, is kidnapped and disappears inside the most elaborate prison ever built, Ray must track him down with the help of some of his former friends.",1457,en,US
Bent,2018,"Thriller, Crime",5.2,7.552,96,Bobby Moresco,,"Karl Urban, Sofía Vergara, Grace Byers",revenge,"On his latest private investigation, a shamed former cop connects a murder case to a government conspiracy involving rogue agents from a top spy agency.",189,en,US
Between Worlds,2018,"Mystery, Thriller, Fantasy",5.1,7.601,90,Maria Pulera,Maria Pulera,"Nicolas Cage, Franka Potente, Penelope Mitchell","spirit, woman director, lost soul","Joe, a down-on-his-luck truck driver haunted by the memory of his deceased wife and child, meets Julie, a spiritually gifted woman who enlists his help in a desperate effort to find the lost soul of her comatose daughter. But the spirit of Joe's dead wife proves stronger, possessing the young woman's body and determined to settle her unfinished business with the living.",233,en,US
London Fields,2018,"Crime, Thriller",5.1,7.65,118,Mathew Cullen,,"Amber Heard, Theo James, Jim Sturgess","based on novel or book, dystopia, femme fatale, fatal attraction, clairvoyant, neo-noir, love puzzle","Clairvoyant femme fatale, Nicola Six has been living with a dark premonition of her impending death by murder. She begins a tangled love affair with three uniquely different men — one of whom she knows will be her murderer.",270,en,"US, GB"
"My Teacher, My Obsession",2018,"Drama, Thriller, TV Movie",5.036,7.517,86,Damián Romay,Patrick Robert Young,"Rusty Joiner, Lucy Loken, Laura Bilgeri",disrespectful,"Riley is struggling to make friends after transferring to a new high school where her father, Chris, is an English teacher. When she meets Kyla, they quickly becomes close friends. However, the friendship takes a strange turn when Riley learns that Kyla is obsessed with her dad. Will Kyla successfully seduce Chris and start a twisted new life with him by removing everyone in her path, or will Riley be able to save her father from Kyla’s treacherous plot before it’s too late?",97,en,US
The Little Mermaid,2018,"Family, Adventure, Fantasy, Romance, Drama",5.0,8.064,98,Chris Bouchard,Blake Harris,"Poppy Drayton, Shirley MacLaine, Loreto Peralta","witch, magic, mississippi river, fairy tale, mermaid, werewolf",A young reporter and his niece discover a beautiful and enchanting creature they believe to be the real little mermaid.,837,en,US
Siberia,2018,"Crime, Romance, Thriller",4.717,7.364,105,Matthew Ross,,"Keanu Reeves, Ana Ularu, Pasha D. Lychnikoff","missing person, siberia, diamond trader, american in russia, indifferent","Lucas, a diamond trader who travels to Saint Petersburg to arrange a sale, discovers that his Russian business partner has left his hotel and gone to a small Siberian village, so Lucas also heads there to try find him.",574,en,"CA, US"
Occupation,2018,"Action, Science Fiction, Drama",4.6,7.518,119,Luke Sparke,,"Dan Ewing, Temuera Morrison, Stephanie Jacobsen","australia, extraterrestrial, alien invasion, country  town, annihilated, airborne attack","Town residents must band together after a devastating alien invasion. As they struggle to survive, they realize they must stay one step ahead of their attackers and work together for a chance to strike back.",221,en,"AU, US"
Slender Man,2018,"Horror, Mystery, Thriller",4.3,7.491,93,Sylvain White,David Birke,"Javier Botet, Joey King, Julia Goldani Telles","small town, massachusetts, supernatural, forest, urban legend, fear, slender man, disgusted","In a small town in Massachusetts, four high school girls perform a ritual in an attempt to debunk the lore of Slender Man. When one of the girls goes mysteriously missing, they begin to suspect that she is, in fact, his latest victim.",2018,en,US
