Title,Year,Genres,Rating,Popularity,Runtime,Director,Writer,Actors,Keywords,Plot,Ratings Amount,Language,Country
The Bricklayer,2023,"Action, Thriller",5.8,16.274,110,Renny Harlin,,"Aaron Eckhart, Nina Dobrev, Clifton Collins Jr.","blackmail, conspiracy, ex-cia agent","Someone is blackmailing the CIA by assassinating foreign journalists and making it look like the agency is responsible. As the world begins to unite against the U.S., the CIA must lure its most brilliant – and rebellious – operative out of retirement, forcing him to confront his checkered past while unraveling an international conspiracy.",304,en,US
The Ritual Killer,2023,"Mystery, Thriller, Action, Drama",5.8,9.017,92,George Gallo,,"Morgan Freeman, Cole Hauser, Vernon Davis","black magic, serial killer","Unable to process the death of his daughter, Detective Boyd embarks on a hunt for a serial killer who murders according to a brutal tribal ritual: Muti. The only person who can help Boyd is Professor Mackles, an anthropologist who hides an unspeakable secret. The line between sanity and madness thins as Boyd goes deeper into the killer’s world.",317,en,US
Exorcism in Utero,2023,Horror,5.7,21.554,88,Erik Skybak,Erik Skybak,"Allegra Sweeney, Calvin Morie McCarthy, Neil Green",,"Herma finds a powerful ring that possesses her when she tries it on; as her body transforms and mind begins to deteriorate, she must find a way out to save herself and her unborn baby.",25,en,US
You're Killing Me,2023,"Horror, Thriller, Action",5.7,10.952,95,Beth Hanna,Walker Hare,"McKaley Miller, Dermot Mulroney, Anne Heche",,"Eden goes to a coveted 'Heaven and Hell' party, hoping to get a letter of recommendation to an elite university from the wealthy parents of her classmate, but the party quickly turns into a fight for her life.",41,en,US
The Collective,2023,"Action, Thriller",5.638,9.387,86,Tom DeNucci,Jason James,"Lucas Till, Ruby Rose, Tyrese Gibson",,"A group of righteous assassins called The Collective take aim at a highly sophisticated human trafficking ring backed by a network of untouchable billionaires. With their backs against the wall, The Collective has no choice but to put their most important mission in the hands of rookie assassin, Sam Alexander.",130,en,US
Pet Sematary: Bloodlines,2023,"Horror, Fantasy",5.613,11.211,87,Lindsey Anderson Beer,Lindsey Anderson Beer,"Jackson White, Forrest Goodluck, Jack Mulhern","cemetery, gore, sequel, prequel, remake, pet cemetery, 1960s, forced to kill, pet monster, period piece, violence, horror, scary","In 1969, young Jud Crandall has dreams of leaving his hometown behind, but soon discovers sinister secrets buried within and is forced to confront a dark family history that forever binds him to Ludlow.",364,en,US
All Fun and Games,2023,"Horror, Thriller",5.6,12.564,86,Ari Costa,J.J. Braider,"Asa Butterfield, Natalia Dyer, Benjamin Evan Ainsworth","salem, massachusetts, deadly game, cursed object, salem witch","A group of Salem teens discover a cursed knife that unleashes a demon that forces them to play gruesome, deadly versions of childhood games where there can be no winners, only survivors.",141,en,US
Deliver Us,2023,Horror,5.5,10.051,102,Lee Roy Kunz,Lee Roy Kunz,"Lee Roy Kunz, Maria Vera Ratti, Alexander Siddig",,"When a nun in a remote convent claims immaculate conception, the Vatican sends a team of priests to investigate, concerned about an ancient prophecy that a woman will give birth to twin boys: one the Messiah, the other the Antichrist.",64,en,US
Operation Black Ops,2023,"Action, Thriller",5.5,28.685,80,Jamaal Burden,Jamaal Burden,"Tito Ortiz, Cristiane Justino, Kelsey Johnson",,"A group of mercenaries are hired to overthrow a Neo-Nazi stronghold nestled deep in the heart of Texas, only to discover they are protecting nuclear codes that could ignite World War III.",48,en,US
Peter Pan & Wendy,2023,"Family, Fantasy, Action, Adventure",5.5,12.123,106,David Lowery,,"Alexander Molony, Ever Anderson, Jude Law","island, magic, immortality, fairy tale, crocodile, fairy, peter pan, remake, pirate, based on children's book, fantasy world, giant crocodile, crocodile attack, live action remake","Wendy Darling, a young girl afraid to leave her childhood home behind, meets Peter Pan, a boy who refuses to grow up. Alongside her brothers and a tiny fairy, Tinker Bell, she travels with Peter to the magical world of Neverland. There, she encounters an evil pirate captain, Captain Hook, and embarks on a thrilling adventure that will change her life forever.",688,en,US
Deep Fear,2023,"Horror, Thriller, Action, Mystery",5.4,16.955,84,Marcus Adams,Sophia Eptamenitis,"Mădălina Ghenea, Ed Westwick, Macarena Gómez",shark,A solo trip aboard a yacht takes a terrifying turn when a woman encounters three drug traffickers clinging to the shattered remains of a boat. They soon force her to dive into shark-infested waters to retrieve kilos of cocaine from the sunken wreck.,194,en,GB
Transmorphers: Mech Beasts,2023,"Action, Science Fiction",5.4,45.144,84,Michael Su,Joe Roche,"Tom Arnold, Tania Fox, Jolene Anderson",,"20 years after the events of Transmorphers, a newer, more advanced species of alien robot descends on a rebuilt Earth, threatening once again to destroy the planet.",33,en,US
Skal: Fight for Survival,2023,"Action, Horror, Comedy, Thriller",5.4,17.199,77,Benjamin Cappelletti,Benjamin Cappelletti,"Evan Marsh, Chris Sandiford, Mariah Inger",,"My name's Arthur, a huge Internet star who's just hit 3 million subs. While in the midst of throwing an epic party to celebrate, the universe had the balls to bring on the effing apocalypse and cut my night short. What was supposed to be a perfect hangover, has turned into an epic fight for survival.",82,en,CA
Last Sentinel,2023,"Science Fiction, Thriller",5.4,17.339,112,Tanel Toom,Malachi Smyth,"Kate Bosworth, Lucien Laviscount, Martin McCann","dystopia, science fact, science fiction, colony sci-fi, military sci-fi, ambiguous","Set in the future on a war-ravaged Earth, four exhausted soldiers man Sentinel - a remote military base in a vast ocean that separates two warring continents. While their tour of duty ended three months ago, the relief crew still hasn't arrived and as the empty weeks turn to months, paranoia descends, testing relationships to breaking point...",176,en,"GB, EE"
Haunting of the Queen Mary,2023,"Horror, Thriller, Mystery",5.26,8.074,124,Gary Shore,Tom Vaughan,"Alice Eve, Joel Fry, Nell Hudson",,"When photographers Erin and Patrick are brought aboard the ship with their young son Lukas, they unleash a series of events that entwines their family with the ship’s dark past. As the terror unfolds around them they begin to realise there is more to this sumptuous ocean liner than meets the eye: its remarkable legacy masking violent secrets.",177,en,GB
Gods of the Deep,2023,"Science Fiction, Thriller, Horror",5.1,11.824,80,Charlie Steeds,Charlie Steeds,"Derek Nelson, Makenna Guyler, Rory Wilton","submarine, deep sea, underwater, sea monster, ocean floor, cosmic horror, underwater threat, otherworldly beings","When a daring mission leads a deep sea submarine team into a mysterious opening on the ocean floor, they uncover a lost underwater world and awaken its ancient race of otherworldly beings.",57,en,GB
War of the Worlds: The Attack,2023,"Science Fiction, Mystery, Thriller",5.1,9.034,87,Junaid Syed,,"Sam Gittins, Leo Staar, Vincent Regan","planet mars, space war, evil alien, planet invasion, alien conspiracy",Three young astronomers fight to survive a deadly Martian invasion.,166,en,GB
The Quest for Tom Sawyer's Gold,2023,"Adventure, Family",5.023,9.075,88,Kirk Harris,Jerome Reygner-Kalfon,"Stephen A. Elkins, Max Purget, Bobby Ray Thompson III",,"Agatha Armstrong and her trusty sidekick Mrs. Mac were once the world’s most daring adventurers. But when her son Ant came along, everything quickly changed and her devil-may-care ways took a backseat to being over-protective and terrified of anything that posed a risk to her family.",22,en,US
Johnny & Clyde,2023,"Action, Thriller, Crime",5.0,8.74,100,Tom DeNucci,Tom DeNucci,"Avan Jogia, Ajani Russell, Megan Fox",,"Johnny and Clyde are two serial killers who are madly in love and on an endless crime spree. Alana (Megan Fox) is the confident and cunning owner of a prosperous casino that generates tens of millions of dollars each year. Johnny and Clyde decide to assemble a ragtag group of criminals and misfits to steal from Alana's casino and pull off the heist of the century. Unfortunately for Johnny and Clyde's crew, Alana has a deadly weapon at her disposal – the monstrous slasher spirit known as Bakwas.",39,en,US
Black Noise,2023,"Action, Science Fiction, Horror, Thriller",4.9,12.734,86,Philippe Martinez,Sean-Michael Argo,"Jackson Rathbone, Alex Pettyfer, Eve Mauro",,"Members of an elite security team deployed to rescue a VIP on an exclusive island.The rescue mission becomes a desperate attempt to survive, escape the island and elude the sinister presence that seeks to harm them.",31,en,US
Elevator Game,2023,Horror,4.9,8.932,94,Rebekah McKendry,Travis Seppala,"Gino Anania, Verity Marks, Alec Carlos","ritual, elevator, deadly game, horror game","Socially awkward teenager Ryan discovers that the night his sister disappeared, she had played 'The Elevator Game' — a ritual conducted in an elevator in which players attempt to travel to another dimension using a set of rules found online. Ignoring warnings, he resolves to follow and find her.",158,en,US
3 Days in Malay,2023,"Action, Adventure, War",4.8,18.697,99,Louis Mandylor,Brandon Slagle,"Louis Mandylor, Donald Cerrone, Quinton 'Rampage' Jackson",,"Marines stationed at an airfield in Malay during WWII get wind of a coming raid by the Japanese. Unable to get reinforcements approved, they engage in a harrowing 3-day battle against enemy forces.",32,en,US
Woman in the Maze,2023,"Horror, Thriller",4.353,17.818,101,Mitesh Kumar Patel,Scott Gore,"Meredith VanCuyk, Joey Heyworth, Sean J. Dillingham",,"A young woman rents a cursed house, forcing her to solve the mystery to find a way out.",17,en,US
Hunting Games,2023,"Action, Thriller, TV Movie",4.214,14.524,94,Justin Lee,Justin Lee,"Chris 'C.T.' Tamburello, Tito Ortiz, Bruce Dern",,"When a group of ex-military members is hired to retrieve a lost bag of stolen money, their mission becomes more difficult after a lone hunter finds the bag first.",21,en,US
Birder,2023,"Thriller, Drama",3.2,18.213,87,Nate Dushku,,"Michael Emery, David J. Cork, Cody Sloan","homoeroticism, lgbt, erotic thriller, queer, erotic, gay theme, thriller, gay sex","Kristian Brooks, a birdwatcher, invades a nude campground in New Hampshire, ensnaring locals with his dark fetish, highlighting the dangers of consent.",4,en,US
Katie's Mom,2023,"Comedy, Drama, Romance",3.0,24.906,111,Tyrrell Shaffner,Tyrrell Shaffner,"Dina Meyer, Aaron Dominguez, Julia Tolchin","self-discovery, older woman seduces younger guy, divorced woman, older woman younger man relationship, self-actualization, mother daughter relationship, handsome young man, dating daughter's boyfriend","A recent divorcee's holiday celebration with her adult children derails when she falls for her daughter's charming new boyfriend. A comedy influenced by ""The Graduate,"" told from the perspective of a protagonist inspired by Mrs. Robinson.",6,en,US
